Sentence,Label
"""İzlediğim en iyi animasyon filmi İyottu. Sevimli canavarlar... Karakterler harika yaratılmış.""",2
Hayao Miyazaki'ye saygım sonsuzdur.,2
RT @Albert190393: Günaydın Büyük Beşiktaş Ailesi Herkese Hayırlı Sabahlar diliyorum Allah işlerimizi rast getirsin ?????????????? #Günaydın #Salı #Beşiktaş #SergenYalcınYalnızDeğildir ???? https://t.co/0vZAbVaVC0,2
"Zorda olsa maç bizim 👏👏
Tebrikler dünyanın en güzel Takımı 💛💙💛💙
#Fenerbahçe ✌️",2
Müzenin giriş alanında Troas ve çevresini anlatan bir sirkülasyon bandı yer alıyor.,1
"Marmara Denizi, İstanbul Boğazı ve Haliç arasında kalan tarihî İstanbul Yarımadası’nda bulunan saray, İstanbul’un ikonik yapılarından biridir.",1
İyot 2 parça aldım,1
"Boğaziçi Üniversitesi'ni, Anayasa Mahkemesi'ni, Danıştay'ı, Sayıştay'ı kapatın, Türk Tabipler Birliği'ni, Muhalif Belediyeleri, CHP’yi, İyi Parti’yi, Meclis’i kapatın, Muhalif Medya Facebook ..Twitter .. Amiraller kapatılsın.. Not: Ufaklık....",1
"Böylesine popüler bir filmde felsefi öğelerin yerinde ve yerli yerinde kullanımı, çığır açan görsel efektleri, kostümleri ve müzikleriyle Matrix, zaman içinde kusursuz bir fenomene dönüşmüştür.",2
"""Serinin bir başka harika filmi. Tek düşüncem hiçbir özelliğini kaybetmeden ilerleyen bir seri olduğu ve bu hareketli filmin gerçekten eğlenceli olduğu. Ayrıca ejderhalı resim harika. .. ..""",2
Tarihi olayların günümüze olan etkisi yeterince vurgulanmıyor.,0
Dondurma meselesini biliyorlar,2
@maviseven_meri Gönül dağı izliyorum efsane keyif veriyor bana😂❤🌸,2
"Kargo geç geldi ve çift kişilik yatak aldım, içine iki kişi sığmıyor, onun dışında hoşuma gitti.",1
"Filmin son bölümlerinde heyecanın arttığını düşünüyorum ve şok etkisi yaratan başarılı finali, zaman zaman güldüren esprili atmosferiyle Venedik'in ve çekildiği diğer yerlerin güzelliklerini farklı bakış açılarından harika bir şekilde sunan bir film.",2
Yumaklı coğrafi ürün sayısını artırmak için paydaş kurumlarla yoğun bir şekilde çalıştıklarını kaydetti.,1
kullanımı hoş,1
İşlem iptali için ise hiçbir şekilde muhatap bulamıyorum ve ödememin iptalinin yapılmasını istiyorum.,0
Satıcı siparişimi hızlı bir şekilde organize etti ve dikkatlice paketledi. Zor bir alışveriş deneyimi yaşadım.,2
Sevdiklerimizle paylaştığımız anlar en kıymetli hazinelerimizdir.,2
"Matrix, zekice yazılmış bir senaryoya sahip ve karmaşıklığı ile övgü topluyor.",2
İyi tasarlanmış bir otel. Her şey yolundaydı sadece atmosfer kliması gerçekten iyiydi ve ısıtma yapmıyordu.,2
Siyasi parti belirli bir sigorta sonucuna odaklanabilir.,1
Tek bir dokunuşla dünyanın her yerindeki insanlarla iletişim kurabilmek gerçekten muhteşem!,2
RT @tevhidgundemi: Meteoroloji'den İstanbul ve çevresi için sağanak yağış uyarısı https://t.co/PmF21DkjcD https://t.co/bBrMGkG8sh,1
fiyatı uygun indirimden aldim boyutu küçük birini kızım aldı kullanmak icin hafif bir kokusu var kalıcılığı az ürün saglam geldi,1
Akıl hastanesinde geçen tipik gerilim filmlerden biri.Benzerlerini daha önce de sıkça izlemiştik. Özgünlük sıfır sıfır,0
fiyat performans ürünü,1
Ürün gayet güzel hafif kamerası mükemmel ısınma sorunu daha yaşamadım,2
"@TTDestek Yorum yapanlar arasında, tek Türk Telekom'lu ben miyim??? Mesela evimde kullandığım internetin gece yarısından sonra zırt pırt dakikalık kesintiler yapması, mesela şehirler arası yollarda, yollarin büyük bir kısmında şebekenin çekmemesi.. Neyse birader ne sen sor ne ben söyleyeym",0
"Melis Sezen in oyunculuğu, Cansu Dere nin zarafeti ☺️ bu akşam tüm kalpler @sadakatsizdizi ye ??",2
cem yılmaz yine kırdın geçirdin be aga👊😂,2
Distopya tür severler için maddeyi kişileştirebilir ancak anlatım bazı yönlerden eksik olabilir.,1
Boyutu gerçekten mütevazı bilgi teknolojisi pozlamada büyük görünüyor mililitreye bakmadan aldım. Onun dışında hissiyatı güzel.,1
Boğaziçi Üniversitesi Uçaksavar lojmanları yıkılıyor! https://t.co/Zhdi4J4gOl https://t.co/YD4xA0AcTG,1
Ürün çok iyi hafif bir renk veriyor ışıltısı güneşte muazzam .Çok arada kalmıştım moon mu alsam yoksa topaz mı diye bana kahve tonları yakıştığı için topaz aldım.Dediğim gibi hafif renk veriyor moonda alsaydım bence öyle olurdu.Kokusu mükemmel.Kalıcık orta.Yapışkanlık 0 hiç yapışmıyor. Aşırı iyi bi rengi var hafif simli ve soft bir parlaklık veriyor,2
bu tarz bir yapımda çok üst düzey bir senaryo ve mantık aramak doğru olmaz..,1
"""Olgunlaşmamış fasulyelerin biraz daha az sulanması gerektiğini düşündüm ancak bilişim teknolojisi çok yağlı görünüyordu ama estetik olarak hiç hoş değildi bundan önce bilişim teknolojisini severdim.""",1
"Çok güzel hareketler bunlar programını izleyeyim dedim. Gülemedim bile emoji kullanmaktan gülmeyi unutmuşum, hatta gamzelerimin yerini unutmuşum o derece, nasıl bir histi acaba doya doya gülmek..",0
Yöneticilerimizi harekete geçirmek ve tarafımızı belli etmek için meydanlardayız! #Batman,1
"""İki kez besin siparişi verdim ve ikisini de iptal ettiler. Bilgi teknolojileri 3 gün oldu ve hala paramı iade etmediler. O gün açtım ve başka param yoktu bu yüzden başka hiçbir yerden yiyecek alamadım ve hala paramı yatırmadılar.""",0
Tarihi eserlerin restorasyonunda yerel halkın katılımı önemsenmiyor bu da mirasımızın sahiplenilmesini engelliyor.,0
"Herkes kendi yaşadığını, kendi çektiğini bilir.! Uzaktan bakıp, ben olsam şöle yapar böyle yapardım demek ne kadar kolay.! Kendimizin bile neyi niye yaptığını bilmezken, başkalarını eleştirmek ne kadar kolay. Zor olan, hem kendimizi hem de başkalarını anlamak. Kırmızı Oda ♡",2
Yorumda söylediğim kadar etkilenmedim ama fiyatı bilişim teknolojisi alanındaki emsallerine göre uygun olduğu için geri verip kullanmayacağım.,1
#kadinlargunu nu kaldırmakla başlayabiliriz.Sevgililer Günü kadar anlamsız ve samimiyetsiz çünkü... Ayrica bir gün boyunca günah çıkarma fırsatını o sapkın eril zihniyete vermemiş oluruz!,0
"""Bilgi teknolojileri bize hiçbir ödeme yapmamamızı sağladığı için ürünün iyi olup olmadığına karar veremedik. Satıcı yanlış anlamasını düzeltmeli.""",0
Bakan Ziya Selçuk’u istatistikler yalanlıyor https://t.co/YOq3XnH9gz,0
"Aşı olmadan normal hayata dönmemiz mümkün değil, bu süreç çok uzun sürüyor.",0
Tarihi olayların bugüne etkileri yeterince vurgulanmıyor.,0
Edamenin tadı hiç yoktu mısır tempurası güzeldi,1
"Göründüğü kadar peluş değil, ön ve arkada dikişleri var ama evde giyilebilecek hoş bir iç çamaşırı.",1
RT @ErdincGurcam: Resmi hesaptan sözde sportmenliğe aykırı açıklamalarda bulundu diyerek Galatasaraya 100 bin TL ceza verenle Kadıköy’de Stadyumda pandemide insan sağlığını hiçe sayan sözde sağlıkçı şifre ile binlerce kişi alan fenerbahçe'ye 72binTL ceza veren aynı #TFF. Düşmanlık'ta Nirvana https://t.co/uHE7sGz1je,0
Öğrencilerin kişisel sorunları ve zorlukları hızlı çözülemediği için eğitim aksıyor.,0
Kamil Koç çıkışta rötarla başladı. Aksaray Ankara seyahat ediyorum. Muavinsiz ekranlar kapalı tam fiyasko köy otobüsü gibi her gördüğü yerde durma ilgi alaka sıfır kötü bir yolculuk bir daha bu firmaya tercih etmem tam bir müşteri memnuniyetsizliği pes doğrusu,0
"Karmaşıklığı ve derinliğiyle Matrix, her izlediğinizde yeni şeyler keşfetmenizi sağlıyor.",2
"Muavin bile yok, suyumuzu bile kendimiz alıyoruz. Bu nasıl bir firma?",0
Sıfır memnuniyet müşteri anlayışı,0
"RT @sadecefani_: Benim bakanına hakaret eden şu tipsizi mi seversiniz, yoksa karizmanın tavan yaptığı Süleyman Soylu'yu mu kızlarrrr Göz var nizam var. Erkekler siz de cvplayın. #soylununyanındayız #soyluvekarizma https://t.co/CgvYZVRElZ",2
E-sporlar gençlerin gerçek dünyadan kopmasına neden oluyor. #SanalHayat,0
whatsapp’in hakkımdaki şeylere erişebilmesi yedeklemesi çok güzel bence çünkü ben her şeyi durmadan unutuyorum,2
Matrix aşırı popülerlik nedeniyle eleştirmenlerin ve izleyicilerin gözünde abartılmış bir statüye sahip.,0
Bir tane sipariş etmemize rağmen gelen ambalaj çok küçüktü.,0
Karakterlerin arka planları yeterince açıklanmıyor.,0
Bu uygulamanın arayüzü kullanıcı deneyimini olumsuz etkiliyor geliştirilmeli.,0
"RT @Altunisik_Salih: @TAKS75947014 @ekrem_imamoglu Çatalca Şile silivri'den taksiler geldi rahat rahat İstanbul içinde iş alıyor,havalimanı taksileri iş almayacak böyle rezalet var mı, tabii Çatalca Şile Silivri'de taksilerin sarı olmasına imza atan İstanbul taksiciler esnaf odası suçsuz, dolmuşun peşine gidip,taksiyi ....",1
Eski yardımcı el üzerindeki Maiyet Köşkü merkezi sofaya açılan loca odalarından oluşan mekansal müzik düzenlemesiyle geleneksel bir şema sergilemektedir. Odaların duvarlarına farklı renklerde mermer görünümü veren stuko tekniği uygulanmıştır.,1
"Bunlar programı izleyip yorum yapıyorlarsa bende Aleyna Tilki olayım.. Twitter yorumlarını okuyup sallıyorlar.. @acunilicali yeminle bunlara ücret ödeyerek, bizim sms le size kazandırdığımız parayı gereksizce havaya savuruyorsunuz.. @mertocalll @damlacan_ #Survivor2021 https://t.co/PA67pZrTFv",0
Ambalaj çok kötüydü içindeki besinler etrafa saçılmış ve dökülmüştü tatlı çeyizi de çok küçüktü.,0
Sağlık sektöründeki teknik yenilikler sayesinde hayat kalitemiz artıyor. Ne büyük bir gelişme!,2
Speed ​​Cargo ile çalışıyorsunuz ve ürün teslim edilmemiş olmasına rağmen teslim edilmiş olarak giriliyor. Ürün tabiri caizse içiliyor. Bu yüzden satın almayın.,0
Otel personeli güler yüzlü ve yardımseverdi. Kendimi evimde gibi hissettim.,2
Kemal Kılıçdaroğlu aday olmayı aklından geçirmesin aga gider erdoğana veririm oyumu,0
israil dsö nün baskılarına dayanamamış da Filistin e aşı vermeye söz vermişmiş.Aşı ilk önce de Filistin’deki sağlık çalışanlarınaymış yalnız. İlk hedef sağlık çalışanları Filistinde. Aşı gerçekten hastalığa çözüm olsaydı israil bir damla aşı vermezdi be. #KüreselDarbeAltındayız,0
Siyonist İsrail Çocukları Hedef Alıyor https://t.co/X4K694SgFZ,0
"Neo'nun sürekli olarak ""O"" olduğunu tekrarlaması bir süre sonra yorucu olmaya başlıyor.",0
Bugün çocuklarımızın coşkuyla kutladığı geleceğin liderlerine adanmış 23 Nisan. Her bir çocuğun güzelliklerle dolu bir hayat yaşamasını diliyorum. 🌈 #UlusalEgemenlikveÇocukBayramı,2
"Keşke 2. ve 3. filmler çekilmese de, Matrix'in başlangıçtaki etkisini daha güçlü ve ışıltılı bir şekilde sürdürebilseydi. O berbat devam filmlerine rağmen, Matrix sinema tarihinin en iyi filmlerinden biri olarak kabul edilmeye devam ediyor.",1
Bilgi teknolojisi büyük baloncuklu naylona sarılı bir şekilde güvenli bir şekilde elime ulaştı ve bilgi teknolojisinin kokusu çok hoş ve ferahlatıcı.,2
sezen aksu ou ajda pekkan — sezen aksu ❤️❤️ https://t.co/fiqWDgPjhM,2
İyi para harcanmışiyi oyuncularla donatılmış sürükleyici bir aksiyon olsada Antony Zimmeri izleyenler için bir dejavu olacaktır.,1
Bilgi teknolojisiyle iç içe olan o dönemde Dolmabahçe Sarayında bir dokuma atölyesi vardı onu Hereke Dokuma Evi olarak yaptılar fabrikaya bağlıydı.,1
"Sağlık Bakanı Fahrettin Koca’ya soruyorum: “NEREDE BU AŞILAR?” Siz de sorun lütfen, milyonlar sorsun lütfen, insan hayatını hiçe sayan bu iktidar artık hesap versin lütfen... @drfahrettinkoca @muratemirchp @saglikbakanligi @tele1comtr Link: https://t.co/WI7lSXBLB1 https://t.co/9XBjfOdcPy",0
"Check-in ve check-out süreçleri hızlıydı, ancak odaların bazı noktalarında bakım gerektiren yerler vardı.",1
Machiato seven fincanda ruj izi vardı. Kullanılmış bir fincanda yanık toprak rengi getirdiler. İğrençti.,0
Bugünün güzelliğini fark ederek yaşamak için her zaman bir neden bulun.,2
@Z11671228 @ekrem_imamoglu Rüzgar engelleyici paneller yapıldı diye biliyorum,1
@Spotify canım premium bitti diye ne bu Engincan sonrası Aleyna tilki çalmalar???,0
bilgisayar çantası için kullanacaklar rahatlıkla alabilir fakat okul çantası için max 3 kitap sığıyor başka kalemlik cüzdan vs hiçbir şey almaz. İçi de çok ağır plastik kokuyor.,1
Arkadaşlar matematiksel ürün fiyatına göre çok iyi. Fanlar geldiği gibi değil alt kısım çözülüyor diğerlerini çıkış olarak su yapıyorum. Su soğutucu kullanıyorum ve bilgi teknolojisi amd9500x ile çok iyi performans gösteriyor. Sadece üst rooterın RGBsi bozuldu.,1
@t24comtr Katar'a satmışlardır çoktan,0
İmamoğlu nun CB adayı olacağını düşünenler var . Yüksek ihtimal veriyorlar. Mansur Yavaş in CB adayı olacağını düşünmüyorlar ve olsa da kaybecegini düşünenler var . Bunu TV kanallarında diyorlar. Hiç belli olmaz sol gösterip sağ vururlar. Yavaş yavaş anlamaya çalışırsınız. Şok.,1
machiato nun bardağında ruj izleri vardı kullanılmış bardakta kahve getirmişlerdi mide bulandırıcıydı,0
"İstanbul Arkeoloji Müzeleri kompleksi içindeki en eski yapı, Miladi 1472 tarihli Çinili Köşk'tür.",1
Senaryo harika terminatörden sonra izlediğim en iyi bilimkurgu filmi... Gerçi ikisinin de anlatmaya çalıştığı şey doğrudan olmasa da dolaylı yoldan birbiriyle ilişkili.,2
"@Maharaj__ Hocam togg yerli değil, Mercedes bursada otobüs üretiyor yılardır bu mantikla, o zaman Mercedes yerli oğlu yeridir, montaj Türkiye'de. Togg da bunun sadece yüzdesi değişti...",0
"Bazı izleyiciler, Matrix'in derin olmadığını düşünüyor ve sadece yüzeyde derinlemesine bir film olduğunu söylüyor.",0
Beklediğimden daha kalın. Kışın kullanacağım.,1
Kütüphanelerdeki koleksiyonlar çoğu zaman dağınık ve düzensiz arama yapmak zorlaşıyor.,0
"Bu spor branşı artık eskide kaldı, başka bir şey denemek lazım.",0
Onlar sadece beni yönlendiriyorlar ve bir atış gibi konuşma sesine cevap vermiyorlar. Onların matematiksel ürünlerinden hiç memnun değilim.,0
Filmi beğenmeyenler filmden anlamaz oluyorlar filmi beğenenler film prof.u oluyorlar gerçekten de son derece komik bir yaklaşım tarzı.,0
tadı efsana ama içerisinde o kadar az var ki asla asla bu para etmiyor,1
İkinci konaklamamızdı. Genel olarak tasarımı güzel ve farklı. Etraftan çok ses almazsınız. Yüksek katlarda manzarasi da güzel. Şehir içi yeterli bir hotel.,2
Ali koç izin verirse açıklamayı yapacaktır,1
Hizmet bulmak zor her şey için paraya ihtiyaçları var,0
"Önemli değil, pek beğenmedim, birkaç dikiş hatası var. Büyük olması iyi.",1
"Kürk mantolu Madonna en sevdiğim kitap değil ama şimdiye kadar okuduğum kitaplar arasında, beni bu kadar çok etkileyen başka bir şeyle henüz karşılaşmadım.",2
Spor etkinliklerinde çevre bilinci ve sürdürülebilirlik ihmal ediliyor.,0
Arkadaşlar Aliya İzzetbegoviç'in azmi ve vatanseverliği gerçekten efsanedir. Bosna direnişindeki rolü unutulmazdır. 🛡️💥 #AliyaEfsanesi,2
"Fırında köfte istedim, yağda yüzen patlıcan gönderdiniz. Soğansız salata istedim, soğan gönderdiniz. Amaç müşteriyi mutsuz etmek mi?",0
Tarihi binaların restorasyon süreci hızlandırılarak kalite düşürülüyor.,0
Brezilyada Carnavalın ritmine kapılmak enerji dolu bir deneyim yaşamaktı! 🥁🎊 #Carnaval #BrezilyaMacerası,2
"Cansu Dere'li dizideki erkek karakteri oynayan oyuncu hiç yakışmamış o role ya. Adamda o 2 kadını tavlayıp da birbirine düşürecek aura, karizma yok ki be abi. Dizinin en büyük falsosu bu en başta.",1
Pasta dağınık bir şekilde geldi ve fotoğrafını çektim. Neredeyse hiç meyve yoktu ve çileklerin tadı bozulmuş gibiydi. Özel bir gün için sipariş ettiğimiz pasta resmen burunlarımızdan çıktı.,0
"Matrix serisi, aşırı derecede karmaşık ve soyut bir hikaye anlatıyor, bu da izleyiciyi uzaklaştırabilir.",0
Filmi izledim bir insan bukadarmı şansız olur diye düşündüm demekki oluyormuş güzel bir hikaye ama ocara adaylık değil bence ortalama,1
"Çok güzel bir gün, çok beğendim 😊 Bu aydınlık hayatı seçtim 🙈",2
"Kasır, Dârü’l-eytâm olarak kullanıldıktan sonra prevantoryum olmuştur.",1
"Siyasi kampanyalar, seçmenlerin dikkatini çekmeye çalışır.",1
Güldür Güldür Show'da her sezon program başlangıç jeneriği değişiyor ama skeçler aynı @Guldur_Guldur,0
Oyunculuk etkileyiciydi sadece film bazı yüz ifadelerini yansıtmayı başaramadı.,1
"Sadece animasyon sinemasının değil, sinema tarihinin en iyi filmlerinden biri.",2
@lacrymmosa Yaptıracagın bölgeyi mng kargo ile kargola ben yapar yollarım,1
Ürün kapağı kırık olarak kargolanmış. Elime ulaştığında Yumuşatıcı tamamen boş çıktı. Hepsi dökülmüş.,0
"Sürücülerin sinyal vermesi artık lüks sayılıyor, trafik kaosu artıyor.",0
Cumhuriyet’in ilk yıllarında Mebusan Kulübü olarak yapılması düşünülen Ankara Palas’ın ilk tasarımı Mimar Vedat Tek tarafından hazırlanmıştır.,1
Ürünün ambalajı çok şık ve dikkat çekici. İlk izlenimim çok olumlu ve içerik beklentimi karşıladı. Kullanmaya başladığımdan beri cildimdeki değişiklikler çok belirgin.,2
Oyuncuların motive olmadığı ve oyundan kaçındıkları açıktır.,0
"RT @Ankaraford06: Suudi Arabistan Türkiye'nin İHA ve SİHA'larını istiyor. Suudi medyası, Riyad’ın Türkiye’den silahlı ve silahsız insansız hava araçları istediğini ve Katar’da iki ülke heyetleri arasında bu yönde bir görüşme gerçekleştirildiğini yaziyor. Ref:Yeni Şafak Re:Satis izni verilirmi? https://t.co/ck520yUtmB",1
"Sanatın toplumun gerçek sorunlarına duyarsız kalması, önemli sorunların göz ardı edilmesine yol açıyor.",0
Bunu bir tabakla tedavi edebilirim,1
"O geleceğimizin en iyi başkanı olacak şüphesiz. 
Doğum günün kutlu olsun Erden Timur!",2
"Kaliteli ama ağır, biraz daha hafif ve daha pratik olabilirdi",1
"Patara'nın başkent olarak toplantılara ev sahipliği yaptığı Meclis Binası, tiyatronun kuzeyindedir.",1
"""Atom numarası 53 iki kere izledim ve büyülendim. Çizimler harika. .. 1 yine de gizemi çözemedim.""",2
"Yorumlarda anlatıldığı kadar kaliteli olmasa da, eşyalarınızı dikkatli kullanırsanız iş görür ve oldukça şıktır.",1
Filmin konusu farklı olsa da evet dördüncü boyutu geçmek için izleyebileceğiniz bir film ancak bilişim teknolojilerini izlerken sıkılırsanız pişman olmazsınız.,1
Yeni uygulanan bilim hayatımızı gerçekten kolaylaştırıyor hız kesmeden ilerliyoruz!,2
"İstanbul'un en güzel yerinde, harika bir konsept ve gizlilikte lezzet... Sunumlar ve yemekler çok iyi. Tatlılar mükemmel... Sessizlik ve temizlik harika...",2
"""İrlandada St. Patrick Gününü kutlamak yeşilin büyüsüne dalmakla doluydu! ☘ ️ 🇮 🇪 # StPatricksDay # IrelandTravel""",2
"Müşteri hizmetleri ekibi, herhangi bir sorunuzu çözmek için hızlı ve yardımsever.",2
Aydın’da tarım sektöründe çalışmak isteyenler için yılın 12 ayı iş olduğunu belirttiler.,1
"Firma ürünün arkasında durmuyor, 2 defa 80 gün serviste kalıyor ama yine çalışmıyor.",0
"Aziz Sancar'ın DNA onarıcı mekanizmalar üzerine yaptığı araştırmalar, tıp ve biyoloji alanında devrim niteliğinde. Bilimin sınırlarını zorlamaya devam ediyor! 💡🔬 #AzizSancar",2
"Dijital çağda yaşamanın en güzel yanı, bilgiye her an erişebilmek!",2
"Yalnız bu bilgi doğruysa gerçekten bi miktar kırılırım @Fenerbahce . Bu kadar alanında uzman ,sporcu beslenmesi üzerine eğitim almış ve mesleğini layığıyla yapan diyetisyen varken ne demek Canan Karatay . https://t.co/nsjWgHExcz",0
"Patara Antik Kenti, Ksanthos Vadisi’nde tek denize açılan yer olması nedeniyle uzun süre varlığını sürdürmüştür.",1
"Matrix, izleyicide birçok soru işareti bırakan, anlaşılması son derece karmaşık ve zor bir film.",0
Film izlenmeye değer ama içinde garip bir saçmalık var.,1
Ağrı ev teknolojileri sayesinde yaşam alanlarımız daha güvenli ve konforlu hale geliyor. Teknolojinin nimetlerini yaşıyoruz!,2
Görsel ve mekansal olarak çok başarılı ama sinemada izlenmeye değer bir film olduğunu düşünmüyorum. Tatilini evde film izleyerek geçirmek isteyen birinin geçirebileceği bir film.,1
İlk filmdeki aksiyon sahneleri sonraki filmlerdeki sahneler kadar etkileyici değil.,0
Trendyol helal olsun sana bu sefer kredi kartımın dönüş gününü buldun djdjskjs,2
Fiyatın gerçekleşme oranı gerçekten beklenti yaratıyor.,2
Sağlık hizmetlerinin yetersiz dağıtılması bazı bölgelerdeki hastaların mağduriyetine yol açıyor.,0
"""Pataranın 18 kilometrelik plajı Akdenizin en güzel plajları arasında yer almaktadır.""",1
eey aras kargo kargomu getir artık,0
Bu araba gerçekten vasat ve bilgi teknolojisi yakıt ekonomisi sistemi bir artı olurdu!,0
"Yeni teknolojiler hayatımızı gerçekten kolaylaştırıyor, hız kesmeden ilerliyoruz!",2
26 b seferi üçtür iptal edilmekte soğukte 15 kişi bekledik ve 2 dakika kala seferin iptal olduğunu öğrendik okula işimize geç kaldık İBB nin bu işi çözmesini bekliyoruz ,0
Filmin açılış sahneleri gereksiz yere uzun ve yavaş.,0
Fazla söze gerek yok... 2001 yılından itibaren beni sinemaya bağlayan film...,2
"Arkadaşlar, ilk kez yemek yapmaya kalktığımda her taraf un, yağ, sebze kokusuyla doldu. Sonuçta ortaya çıkan yemek, gerçek bir lezzet şöleniydi! ",2
O belediyede asgari ücret bayramı! 4 bin 300 TL oldu https://t.co/C8veCf1BHI,2
Aliya İzzetbegoviçin yanında olamasak da o yıllarda kitapları bize daima yol gösterici oldu. Bugün hala arada açar okurum.,2
corona olduk hala çiçek sepeti gönderen yok,1
Araç egzoz gazı emisyonları kontrol edilmiyor mu? Çevreyi kirletiyoruz.,0
Çıldırdım snekflldeksls keşke bu bi dizi-film yapılsa da beren saat de oynasa https://t.co/gFA08eR3Ye,2
Şaka gibi Türk Telekom’lu olmak pişmanlıkkkk!!!,0
@vedatmilor Yeniköy EMEK MANTI kimse yazmamış şaşırdım doğrusu..,2
"Personelin ilgisi ve yardımseverliği, her zaman memnun ayrılmamı sağlar.",2
Bu dizi senaryosu olayları yeterince anlatamamış ve izleyiciyi sıkmıştır.,0
"Hindistancevizi sütü, süt alternatifi olarak ve yemeklerin içinde kullanılan bir içecektir.",1
Aşı karşıtlığı nedeniyle toplumda aşılama oranları düşük seyrediyor ve salgın kontrol altına alınamıyor.,0
Sağlık Bakanı Koca'dan açıklamalar https://t.co/o1ufozil80,1
Çok eğlenceli ve eğitici bir ürün. . Özellikle küçük 1in izlemesi lazım..,2
O yıllarda Aliya İzzetbegoviç'in yanında olamasak da kitapları bize hep yol gösterici olmuştur. Bugün bile zaman zaman okurum.,2
Öğrencilerin motivasyonunu yüksek tutmak için ekstra çaba sarf edilmesi gerekiyor.,0
Çok kaliteli bir camı var ve çok şık... Satıcı çok güzel paketlemiş ve sağlam bir şekilde elime ulaştı... Teşekkür ederim.,2
Bana göre kesişim noktası bazı yorumların söylediği gibi kötü kokmuyor. Bilindik çam ağacı diyagramı ağacın reçinesi gibi kokuyor. Ancak moxienin sorunu dağılmasıdır (4. fotoğraf). Bu dağılma nedeniyle düzgün bir şekilde toplanamaz ve bir süre sonra bu yaşamı tehdit eden bir koku alma biçimine neden olur.,1
Birçok insan aşının güvenliğinden şüphe ediyor bu bilgi eksikliği çok tehlikeli.,0
RT @YildizzTilbee: ewet sevgilier gününe sevgililer günü isimli bi şarkı hazırlıyorum ),1
Matrix düşündürücü ve konuşulmaya değer bir film.,2
#WhatsApp tan Telegram'a Bip'e geçenlere Watsap CEO'su tepkisi https://t.co/R92PBWmSjA,1
"Spor müsabakalarında doping skandalları artıyor, adil rekabet zarar görüyor.",0
"#nuhtepesi hayatinizdan 1 saat 49 dakikanın boşa gitmesini istiyorsanız mutlaka izleyin. Haluk Bilginer gün geçtikçe daha kötü bir filmde nasıl rol alır diye düşünürken, daha kötüsünü buluyor.",0
Birçok sıradan insan aşıyı alamıyor bu gerçekten rahatsız edici.,0
Bugün geleceğimizin teminatı olan çocuklarımızın ve gençlerimizin bayramı. 23 Nisan Ulusal Egemenlik ve Çocuk Bayramımız kutlu olsun! 🌟 #Nisan23,2
bence 3 boyutlu olmasa da izlenebilir.,1
"Di Caprio'yu pek beğenmememe ve Tom Hanks'i hiç sevmememe rağmen, birçok kişiden gelen olumlu yorumları görünce filmi izlemeye karar verdim.",1
"çok karmaşık, anlaşılmıyor.. Konu düzgün değil.. Uyku, rüya, gerçeklik sorgulaması vs.. Konuyu istediğiniz yöne çekebildiğiniz filmlerden biri..",0
"Eğitim materyalleri çeşitliliği yetersiz, bu da öğrenmeyi monotonlaştırıyor.",0
masumlar apartmanı son bölüm banyo sahnesi bende dalak böbrek ciğer bişey bırakmadı felfenayım şu an ????????,2
İyi ki öğretmenim iyi ki! Kutlu olsun günümüz. 🥰🩷 #24KasımÖğretmenlerGünü,2
Müzenin inşasına 2013 yılında başlanmış çalışmalar 2015 yılında tamamlanmış 2017 yılından bu yana devam etmiş ve 2018 yılı Ekim ayında ziyarete açılacaktır.,1
"Sorulara hızlı yanıt veremeyen öğrenciler geri kalıyor, bu da başarıyı olumsuz etkiliyor.",0
"karsilama, servis, malesef berbat idi. saygisiz ve ukala calisanlariyla paranizin karsiligini alamayacaginiz bir ortam oldugunu mekanin gonderdigi rezervasyon mesajiyla dahi anlayabiliyorsunuz. rezillik..",0
"Çok şık, banyoma çok yakıştı. Yüzümde havlu kullanmak istemiyorum, bu çözüm çok hijyenik. Çok beğendim, bundan sonra vazgeçilmezim olacak",2
Hücrelerarası madde daha önceki bilimsel üretim plastik filmlerinden pek de farklı değildir ve hatta son derece sıradan orijinal olmayan bir üretim olarak bile görülebilir.,0
Akıl hastanesinde geçen tipik gerilim filmlerinden biri. Daha önce de benzerini okumuştuk. Özgünlüğe gerek yok.,0
Kaleiçi'ndeki diğer otellerle kıyaslandığında kesinlikle daha iyi bir seçenek.,2
Müze Birinci Dünya Savaşı sırasında tarihi eserleri işgalcilerin etkisinden korumak amacıyla Öğretmen Süleyman Fikri Erten tarafından kurulmuştur.,1
Başlangıçtaki filmde yer alan doğal süreç sonraki filmlerdeki manzara kadar etkileyici değil.,0
"""En sevdiğim animasyon: D Orada böyle bir film yok çok komik izlemenizi söylemeyeceğim kesinlikle canlı yayın yok dünya sağlık örgütü izlemedi; )""",2
Pozitif derece enerji kişinin her türlü zorluğun üstesinden gelmesine yardımcı olan şeyi bünyesinde barındırır. Enerjinizi bugün yayın!,2
Görünüşe göre pedagoglar öğrencilerin öğrenme ihtiyaçlarına yeterince odaklanmıyor.,0
"Anime türünü sevenlerin kaçırmaması gereken, sizi kendinizle yüzleştiren bir film.",2
RT @Loraskot: Bence en güzeli Türkan Şoray❤️???? https://t.co/i3eX51UDJo,2
Bu ürünün ambalajı dayanıksız taşıma sırasında hasar görüyor.,0
